parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2013,100888689,33790952,64679488,0.343158333,10185129,5528259,4589000,2730112,9803894,0.100954122,0.159680305,0.07094985,0.343158333,0.07094985,0,0.060144771,0.278472207,34620794.29,66267894.71,7158037.395,0,7158037.395,0.108016671
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2012,93334245,27651367,64608263,0.299712529,10794792,6134564,4589000,2621024,9989583,0.115657356,0.219299573,0.071028066,0.299712529,0.071028066,0,0.061017739,0.262375717,27973442.58,65360802.42,6629350.959,0,6629350.959,0.101427013
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2011,103540781,36509866,64537038,0.361316028,9897145,5762799,4589000,11231,10485846,0.095586926,0.15404046,0.071106455,0.361316028,0.071106455,0,0.061885134,0.001071063,37410943.73,66129837.27,7362417.903,0,7362417.903,0.111332769
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2010,107182873,40199439,64465813,0.384076264,10242853,5884001,4589000,2502381,10131421,0.09556427,0.142932133,0.071185017,0.384076264,0.071185017,0,0.062882313,0.246992105,41166397.47,66016475.53,7629814.646,0,7629814.646,0.115574401
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2009,106359314,39446069,64394588,0.379871142,9503746,5151417,4589000,-2162072,8734745,0.089355089,0.127501377,0.071263753,0.379871142,0.071263753,0,0.06275424,-0.247525486,40402834.11,65956479.89,7579563.859,0,7579563.859,0.114917653
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2008,104140237,37452152,64473213,0.367446827,8434569,5700026,3008197,2889314,10712409,0.080992412,0.14895798,0.04665809,0.367446827,0.04665809,0,0.063134494,0.26971655,38265999.69,65874237.31,4858984.591,0,4858984.591,0.073761531
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2007,58899473,46294741,20000000,0.698316945,8253371,6896388,1292000,4143444,12142161,0.140126398,0.167670901,0.0646,0.698316945,0.0646,0,0.065132182,0.341244363,41130500.04,17768972.96,3804905.956,0,3804905.956,0.214132013
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2006,68062318,46034540,20000000,0.6971282,7956261,6675204,1292000,4223558,12007900,0.116896709,0.140684145,0.0646,0.6971282,0.0646,0,0.066009434,0.35173161,47448161.23,20614156.77,4396825.743,0,4396825.743,0.213291564
Brookfield Asset Management,Safe Harbor Water Power Corp.,153,2005,68111501,46117477,20000000,0.697508119,7855400,6587314,1292000,4350990,12559520,0.115331477,0.138655994,0.0646,0.697508119,0.0646,0,0.067630781,0.346429641,47508324.93,20603176.07,4400002.965,0,4400002.965,0.213559451
Sempra,San Diego Gas & Electric Co.,155,2020,12152284624,7729413681,6040400358,0.561330288,892193622,711640409.6,233778584,133332973,1202287074,0.073417769,0.104323991,0.038702498,0.52,0.0755,0.102,0.046791667,0.110899448,6319188005,5833096620,917497489.1,644557176.5,272940312.7,0.046791667
Sempra,San Diego Gas & Electric Co.,155,2019,11184726500,7099080873,5128385600,0.580584775,839985203,660784962.7,213846544,42623707,1101596817,0.075101095,0.101758135,0.041698609,0.52,0.0755,0.102,0.046791667,0.038692656,5816057780,5368668720,844446850.7,593237893.5,251208957.2,0.046791667
Sempra,San Diego Gas & Electric Co.,155,2018,10400227816,6011923326,4763656415,0.557921102,750173967,582370794.8,200012289,106373570,987326188,0.072130532,0.100365383,0.041987136,0.52,0.0755,0.102,0.046791667,0.107739034,5408118464,4992109351,785217200.1,551628083.3,233589116.7,0.046791667
Sempra,San Diego Gas & Electric Co.,155,2017,9637321579,5596415214,4561545433,0.550938856,501583148,350690940.2,185808926,100049127,695395928,0.052045908,0.066048779,0.040733766,0.52,0.0779,0.103,0.050708333,0.143873616,5011407221,4625914358,750747351,516174943.8,234572407.2,0.050708333
Sempra,San Diego Gas & Electric Co.,155,2016,9107823949,5640459654,4338273382,0.565248076,633293376,488681770.7,176236940,,979900945,0.069532896,0.09492321,0.040623752,0.52,0.0779,0.103,0.050708333,,4736068454,4371755496,709499485.7,487815050.7,221684434.9,0.050708333
Sempra,San Diego Gas & Electric Co.,155,2015,8644340885,5222823566,4033587902,0.564238483,653272266,498131423,188053798,11172935,990386032,0.075572247,0.102129064,0.046621966,0.52,0.0779,0.103,0.050708333,0.011281394,4495057260,4149283625,673394154.9,462990897.8,210403257.1,0.050708333
Sempra,San Diego Gas & Electric Co.,155,2014,8476842179,4933978246,4126077362,0.544585868,628542929,473768673.5,189026001,-5161557,898187494,0.07414824,0.102628003,0.04581252,0.52,0.0779,0.103,0.050708333,-0.005746636,4407957933,4068884246,660346005.7,454019667.1,206326338.6,0.050708333
Sempra,San Diego Gas & Electric Co.,155,2013,8130149252,4629715894,4039802358,0.534022279,506021459,353039485.6,186465052,7080834,706051766,0.062240119,0.081314012,0.046156974,0.52,0.0779,0.103,0.050708333,0.010028775,4227677611,3902471641,633338626.8,435450794,197887832.8,0.050708333
Sempra,San Diego Gas & Electric Co.,155,2012,7649054825,4301871432,3778955923,0.53235532,492773590,352862618.9,178353306,-109503393,773435344,0.064422808,0.08665553,0.04719645,0.49,0.0823,0.107,0.058568627,-0.141580539,3748036864,3901017961,629517212.1,401039944.5,228477267.6,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2011,6932248712,3818092864,3529600571,0.519631487,409156481,296408318.7,153082656,-8102405,752359240,0.059022187,0.082285023,0.043371099,0.49,0.0823,0.107,0.058568627,-0.01076933,3396801869,3535446843,570524069,363457800,207066269,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2010,5840688247,3187083258,2931247567,0.520907311,398628888,295306003.1,129011044,76853470,624790314,0.068250328,0.097061678,0.044012333,0.49,0.0823,0.107,0.058568627,0.12300682,2861937241,2978751006,480688642.7,306227284.8,174461357.9,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2009,4773304789,2818316017,2186788957,0.563088293,377588174,294611081.6,101774306,73303285,601237691,0.079104141,0.109610817,0.046540525,0.49,0.0823,0.107,0.058568627,0.121920642,2338919347,2434385442,392842984.1,250264370.1,142578614.1,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2008,3641422640,2621493171,1887951550,0.581333919,381285858,284181333.9,97025854,14170747,566057838,0.104707939,0.13424521,0.051392131,0.49,0.0823,0.107,0.058568627,0.025034097,1784297093,1857125546,299689083.2,190919789,108769294.2,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2007,3289672055,2279289755,1901514730,0.545179705,322694754,228084270.5,88052494,130832127,496164218,0.09809329,0.127175382,0.046306501,0.49,0.0823,0.107,0.058568627,0.263687147,1611939307,1677732748,270740010.2,172477505.9,98262504.29,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2006,2811397609,1994219998,1654623049,0.54653488,317570177,225513632.3,79552133,208824597,450392211,0.112958116,0.146768429,0.048078705,0.49,0.0823,0.107,0.058568627,0.463650551,1377584829,1433812781,231378023.3,147401576.7,83976446.59,0.058568627
Sempra,San Diego Gas & Electric Co.,155,2005,2504474544,1561541933,1466910575,0.515623715,280709038,219628674,51677578,26986976,405179441,0.112083007,0.17007463,0.035228854,0.49,0.0823,0.107,0.058568627,0.066604998,1227192526,1277282017,206118254.9,131309600.3,74808654.61,0.058568627
"Evergy, Inc.",Savannah Electric & Power Co.,156,2006,536239807,299211010,212955000,0.584207082,8605655,2464210,4200640,128178,11886575,0.016048147,0.007865962,0.019725482,0.460122482,0.087690084,0.1075,0.070806648,0.010783426,246735991.1,289503815.9,47022913.82,26524119.05,20498794.77,0.070806648
"Evergy, Inc.",Savannah Electric & Power Co.,156,2005,538872997,281456526,232955000,0.547142729,43112720,28334709,12998461,-7120696,65160135,0.080005345,0.09610184,0.055798163,0.460122482,0.087690084,0.1075,0.070806648,-0.109279945,247947581.1,290925415.9,47253818.47,26654364.96,20599453.51,0.070806648
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2020,2366104919,1411050687,1171889931,0.546296216,134945763,96688001.45,41176892,4136505,153552060,0.057032874,0.074801515,0.035137167,0.503996292,0.06969808,0.097625938,0.041320193,0.026938779,1192508107,1173596812,164912969.2,116419722.1,48493247.08,0.041320193
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2019,2154041216,1320975149,1142786374,0.536161936,123346722,86219474.16,41004191,20679100,158727673,0.057262935,0.074654395,0.035880889,0.476816543,0.067999822,0.096813109,0.0417401,0.13028037,1027082487,1126958729,146474418.6,99435048.9,47039369.65,0.0417401
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2018,2079275740,1263869784,1127632816,0.52848355,136350965,101234897.7,39961949,21388397,149725196,0.065576182,0.092126949,0.035438796,0.476816543,0.067999822,0.096813109,0.0417401,0.14285102,991433071,1087842669,141390379.5,95983718.13,45406661.41,0.0417401
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2017,2014192619,1171893085,1128529258,0.509425188,133128627,98115618.9,39486581,95328,192928442,0.066095281,0.09562176,0.034989417,0.476816543,0.067999822,0.096813109,0.0417401,0.000494111,960400362.1,1053792257,136964738.9,92979345.1,43985393.81,0.0417401
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2016,1984754546,1108337543,1129455327,0.49528156,125420175,83330342.58,45870074,3285963,161143826,0.063191781,0.084770394,0.040612562,0.466594819,0.078433988,0.101671875,0.058106706,0.020391492,926076189.1,1058678357,155672214.6,94155902.75,61516311.82,0.058106706
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2015,1975497431,1075660082,1172729497,0.478413569,129890239,79973279.27,54147076,18349,159749307,0.065750649,0.084618427,0.046171838,0.466594819,0.078433988,0.101671875,0.058106706,0.000114861,921756867.3,1053740564,154946142.1,93716749.21,61229392.94,0.058106706
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2014,1867867812,998292942,1174296869,0.459494442,133899536,84782027.02,53891000,-546242,159957230,0.071685767,0.098781905,0.045892143,0.466594819,0.078433988,0.101671875,0.058106706,-0.003414925,871537444.6,996330367.5,146504321.9,88610846.32,57893475.54,0.058106706
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2013,1886232883,1016956064,1175864239,0.463766257,134667387,82362534.33,57910989,-2211315,113249779,0.071394889,0.094153234,0.049249724,0.440771332,0.080969751,0.106081482,0.061177255,-0.019525998,831397381.1,1054835502,152727806.8,88195866.72,64531940.08,0.061177255
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2012,1897501889,1038736305,1177875991,0.468614339,140639585,83844173.26,59585992,-8692691,148047698,0.074118285,0.094292054,0.050587662,0.440771332,0.080969751,0.106081482,0.061177255,-0.058715476,836364435.8,1061137453,153640255.4,88722779.25,64917476.15,0.061177255
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2011,1869308905,974541612,1179325715,0.452461301,127193887,63153922.26,59544408,1113629,114060606,0.068043268,0.074668567,0.050490214,0.440771332,0.080969751,0.106081482,0.061177255,0.009763485,823937777,1045371128,151357476.6,87404540.86,63952935.7,0.061177255
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2010,1933141947,973419481,1195775440,0.448746893,133412638,66086805.98,65987631,249397,137377248,0.069013369,0.076181508,0.055183966,0.435086825,0.085923571,0.110109934,0.067295633,0.001815417,841084593,1092057354,166102460.1,92611768.79,73490691.31,0.067295633
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2009,2023174645,1009257647,1297225164,0.43757432,131196171,70460676.77,67408802,-1541464,127762646,0.064846686,0.079590569,0.051963841,0.435086825,0.085923571,0.110109934,0.067295633,-0.01206506,880256633.9,1142918012,173838391.1,96924999.61,76913391.47,0.067295633
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2008,2033504027,877961129,1395987630,0.386095388,141718768,77993062.38,76255943,12754659,149495648,0.069691904,0.099338208,0.054625085,0.411054049,0.089073111,0.106124505,0.077172113,0.085317928,835880064.2,1197623963,181130530.2,88707358.43,92423171.82,0.077172113
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2007,1927537792,1001840384,1183194856,0.45850079,112748037,59412388.86,67502271,56636025,111775956,0.058493295,0.067225497,0.057050849,0.411054049,0.089073111,0.106124505,0.077172113,0.506692378,792322214.2,1135215578,171691788,84084803.14,87606984.87,0.077172113
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2006,1684305825,884737414,1067860187,0.453107908,109635343,47294048.43,71868978,27142206,105335961,0.065092302,0.061970343,0.067301861,0.3665968,0.091759622,0.103101199,0.085195422,0.257672743,617461124.6,1066844700,154551266.1,63660982.03,90890284.12,0.085195422
"Berkshire Hathaway, Inc.",Sierra Pacific Power Co.,157,2005,1467170196,777777057,986588424,0.440825365,107315951,47633989.72,69239959,65945064,100685456,0.073144855,0.073649514,0.070181199,0.3665968,0.091759622,0.103101199,0.085195422,0.654961169,537859898.1,929310297.7,134626982.9,55454000.17,79172982.72,0.085195422
Ameren Corp.,"South Beloit Water, Gas & Electric Co.",158,2007,,,,,,,,,,,,,,,,,,,,,,,
Ameren Corp.,"South Beloit Water, Gas & Electric Co.",158,2006,16218134.73,36375651,,,-2305883,-2305883,,-2376528,-2839529,-0.142179297,,,0.4722,0.085509682,0.107,0.066009434,0.836944437,7658203.222,8559931.513,1386807.545,819427.7447,567379.8006,0.066283217
Ameren Corp.,"South Beloit Water, Gas & Electric Co.",158,2005,14330380.2,38245288,,,-2274300,-2269418.733,,-461503,-2437570,-0.158704791,,,0.47,0.0876,0.108207244,0.067630781,0.189329127,6735278.695,7595101.508,1255341.306,728805.942,526535.3638,0.069325652
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2020,6422789361,4292625373,3347831980,0.561828327,554079456,365155187.6,182687073,-10175973,595716225,0.08626773,0.101192928,0.05456877,0.5218,0.082,0.1025,0.059630908,-0.017081913,3351411489,3071377872,526668727.6,343519677.6,183149050,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2019,6183397652,3712553070,3347736340,0.52583582,-212850384,-428932731.4,210049888,-196884492,-1212569014,-0.034422885,-0.131920365,0.062743856,0.5218,0.082,0.1025,0.059630908,0.162369721,3226496895,2956900757,507038607.5,330715931.7,176322675.7,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2018,7734736080,4135462277,5078121357,0.448844059,359088131,105344519.1,268824061,-11865299,-787601623,0.046425389,0.03034387,0.052937699,0.5218,0.082,0.1025,0.059630908,0.015065102,4035985287,3698750794,634248358.6,413688491.9,220559866.7,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2017,8567194289,4838967576,4929217475,0.495380416,1124255967,887539737.4,264157990,-287518299,-123207112,0.131228023,0.20912712,0.053590249,0.5218,0.082,0.1025,0.059630908,2.333617714,4470361980,4096832309,702509931.7,458212103,244297828.8,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2016,9591408331,5338576131,4929316431,0.519929099,684439682,454530366.1,253679997,-149609400,980984522,0.071359665,0.091145745,0.051463525,0.5218,0.082,0.1025,0.059630908,-0.15250944,5004796867,4586611464,786495483.1,512991678.9,273503804.3,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2015,8909556712,5023037910,4531186151,0.525740016,621546987,411660055.6,231189035,213774190,899790427,0.069761831,0.087884361,0.051021747,0.5218,0.082,0.1025,0.059630908,0.237582201,4649006692,4260550019,730583650.3,476523185.9,254060464.4,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2014,7990924838,4633886219,4034593372,0.534567356,539351004,350069724.2,209983057,37221716,859040577,0.067495442,0.081951154,0.052045656,0.5218,0.082,0.1025,0.059630908,0.043329404,4169664580,3821260257,655255836.7,427390619.5,227865217.2,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2013,7446047828,4372802479,3740122230,0.538992119,479866628,300446707.8,199160491,135401516,757469711,0.064445816,0.074861619,0.053249728,0.5218,0.082,0.1025,0.059630908,0.178755024,3885347757,3560700071,610575921.9,398248145,212327776.8,0.059630908
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2012,6714415218,3929328084,3400697118,0.536059287,479443501,306418467.7,190092644,97957515,674740228,0.071405102,0.085132212,0.05589814,0.5296,0.0856,0.107,0.061506803,0.145178116,3555954300,3158460919,574753942.7,380487110.1,194266832.6,0.061506803
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2011,5976932405,3664593375,2918968452,0.556627776,443701882,278902745,174801356,59324700,618839705,0.07423572,0.08383195,0.059884634,0.5296,0.0856,0.107,0.061506803,0.095864405,3165383402,2811549004,511625413.9,338696024,172929389.9,0.061506803
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2010,5620657919,3436811083,2722579016,0.557979123,398042896,249107536,164292991,-42905500,590254052,0.070817848,0.079429488,0.060344618,0.5332,0.0862,0.107,0.062441302,-0.072689886,2996934803,2623723117,484500712.6,320672023.9,163828688.8,0.062441302
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2009,5392468792,3162442174,2828040595,0.527911071,361239180,228277151.2,153989588,59989700,578512596,0.066989573,0.080188859,0.054450982,0.5332,0.0862,0.107,0.062441302,0.103696446,2875264360,2517204432,464830809.9,307653286.5,157177523.4,0.062441302
Dominion Energy,"Dominion Energy South Carolina, Inc.",159,2008,5080064974,2817451757,2822511007,0.499551482,363663373,235607984.8,136389417,30343589,577825252,0.071586363,0.092841145,0.048322014,0.5332,0.0862,0.107,0.062441302,0.052513435,2708690644,2371374330,437901600.8,289829898.9,148071701.8,0.062441302
