utility_name,respondent_id,year,customer_id,customer_name,customers,sales,revenues
Jersey Central Power & Light Co.,77,2016,6,residential,983838,9635487,1120861759
Jersey Central Power & Light Co.,77,2016,1,sales_for_resale,3882,307567,33498047
Jersey Central Power & Light Co.,77,2015,2,commercial,124738,9135349,533120593
Jersey Central Power & Light Co.,77,2015,3,industrial,2363,2201431,72458165
Jersey Central Power & Light Co.,77,2015,8,public_authorities,3882,,-47584945
Jersey Central Power & Light Co.,77,2015,4,public_street_and_highway_lighting,1721,86150,16593206
Jersey Central Power & Light Co.,77,2015,6,residential,977420,9638686,1134916829
Jersey Central Power & Light Co.,77,2015,1,sales_for_resale,3882,271370,36732554
Jersey Central Power & Light Co.,77,2014,2,commercial,124019,9095196,541209316
Jersey Central Power & Light Co.,77,2014,3,industrial,2383,2294616,81158048
Jersey Central Power & Light Co.,77,2014,8,public_authorities,3882,,-48146422
Jersey Central Power & Light Co.,77,2014,4,public_street_and_highway_lighting,1743,87312,17823745
Jersey Central Power & Light Co.,77,2014,6,residential,972485,9335762,1071702218
Jersey Central Power & Light Co.,77,2014,1,sales_for_resale,3882,1033372,112884944
Jersey Central Power & Light Co.,77,2013,2,commercial,122815,9024931,534270572
Jersey Central Power & Light Co.,77,2013,3,industrial,2415,2320810,79715499
Jersey Central Power & Light Co.,77,2013,8,public_authorities,3882,,-51551000
Jersey Central Power & Light Co.,77,2013,4,public_street_and_highway_lighting,1740,87135,18696290
Jersey Central Power & Light Co.,77,2013,6,residential,969980,9460482,1134327973
Jersey Central Power & Light Co.,77,2013,1,sales_for_resale,3882,943448,87047920
Jersey Central Power & Light Co.,77,2012,2,commercial,122463,9015151,582267610
Jersey Central Power & Light Co.,77,2012,3,industrial,2434,2319579,82120080
Jersey Central Power & Light Co.,77,2012,8,public_authorities,3882,,-55556799
Jersey Central Power & Light Co.,77,2012,4,public_street_and_highway_lighting,1757,87145,19815190
Jersey Central Power & Light Co.,77,2012,6,residential,973511,9390622,1207954248
Jersey Central Power & Light Co.,77,2012,1,sales_for_resale,3882,1037476,69510508
Jersey Central Power & Light Co.,77,2011,2,commercial,122234,9282240,718185044
Jersey Central Power & Light Co.,77,2011,3,industrial,2472,2413171,105740990
Jersey Central Power & Light Co.,77,2011,8,public_authorities,3882,,-57480341
Jersey Central Power & Light Co.,77,2011,4,public_street_and_highway_lighting,1756,89388,21750717
Jersey Central Power & Light Co.,77,2011,6,residential,972732,9697011,1430827034
Jersey Central Power & Light Co.,77,2011,1,sales_for_resale,3882,2186713,155828035
Jersey Central Power & Light Co.,77,2010,2,commercial,121740,9562998,903372218
Jersey Central Power & Light Co.,77,2010,3,industrial,2500,2486546,134085629
Jersey Central Power & Light Co.,77,2010,8,public_authorities,3882,,-53609687
Jersey Central Power & Light Co.,77,2010,4,public_street_and_highway_lighting,1749,89243,23654779
Jersey Central Power & Light Co.,77,2010,6,residential,971089,9992798,1699630195
Jersey Central Power & Light Co.,77,2010,1,sales_for_resale,3882,2965400,209824504
Jersey Central Power & Light Co.,77,2009,2,commercial,120970,9323204,1041002587
Jersey Central Power & Light Co.,77,2009,3,industrial,2534,2447113,145591172
Jersey Central Power & Light Co.,77,2009,8,public_authorities,3882,,-45234139
Jersey Central Power & Light Co.,77,2009,4,public_street_and_highway_lighting,1756,87453,24434370
Jersey Central Power & Light Co.,77,2009,5,rate_refunds,3882,,347227
Jersey Central Power & Light Co.,77,2009,6,residential,968625,9213827,1551717994
Jersey Central Power & Light Co.,77,2009,1,sales_for_resale,3882,3083614,182328210
Jersey Central Power & Light Co.,77,2008,2,commercial,120164,9706944,1225595852
Jersey Central Power & Light Co.,77,2008,3,industrial,2567,2773128,168709818
Jersey Central Power & Light Co.,77,2008,8,public_authorities,3882,,-50467165
Jersey Central Power & Light Co.,77,2008,4,public_street_and_highway_lighting,1738,88385,24863878
Jersey Central Power & Light Co.,77,2008,5,rate_refunds,3882,,-347227
Jersey Central Power & Light Co.,77,2008,6,residential,965511,9667364,1592893975
Jersey Central Power & Light Co.,77,2008,1,sales_for_resale,3882,4286943,414652691
Jersey Central Power & Light Co.,77,2007,2,commercial,119297,9867446,1181665888
Jersey Central Power & Light Co.,77,2007,3,industrial,2589,2884540,165161286
Jersey Central Power & Light Co.,77,2007,8,public_authorities,3882,,-58447443
Jersey Central Power & Light Co.,77,2007,4,public_street_and_highway_lighting,1715,88265,23703738
Jersey Central Power & Light Co.,77,2007,6,residential,961643,9838800,1473856460
Jersey Central Power & Light Co.,77,2007,1,sales_for_resale,3882,4583879,352608063
Jersey Central Power & Light Co.,77,2006,2,commercial,118200,9450490,979221075
Jersey Central Power & Light Co.,77,2006,3,industrial,2616,2831040,144640389
Jersey Central Power & Light Co.,77,2006,8,public_authorities,3882,,-41109408
Jersey Central Power & Light Co.,77,2006,4,public_street_and_highway_lighting,1569,86180,21484479
Jersey Central Power & Light Co.,77,2006,6,residential,955563,9547790,1224803312
Jersey Central Power & Light Co.,77,2006,1,sales_for_resale,3882,4672647,254323755
Jersey Central Power & Light Co.,77,2005,2,commercial,116640,9431766,888037168
Jersey Central Power & Light Co.,77,2005,3,industrial,2651,3073951,147207097
Jersey Central Power & Light Co.,77,2005,8,public_authorities,3882,,-30411611
Jersey Central Power & Light Co.,77,2005,4,public_street_and_highway_lighting,1576,86779,20509615
Jersey Central Power & Light Co.,77,2005,6,residential,946379,10106918,1177914907
Jersey Central Power & Light Co.,77,2005,1,sales_for_resale,3882,4766445,320522350
"Evergy Metro, Inc.",79,2020,2,commercial,62992,7028329,718311108
"Evergy Metro, Inc.",79,2020,3,industrial,1799,1694731,129072973
"Evergy Metro, Inc.",79,2020,4,public_street_and_highway_lighting,119,70999,9379564
"Evergy Metro, Inc.",79,2020,5,rate_refunds,3882,,-2469306
"Evergy Metro, Inc.",79,2020,6,residential,497270,5429833,715673129
"Evergy Metro, Inc.",79,2020,1,sales_for_resale,6,5957441,113295211
"Evergy Metro, Inc.",79,2019,2,commercial,62554,7622917,788505268
"Evergy Metro, Inc.",79,2019,3,industrial,1832,1713527,137038836
"Evergy Metro, Inc.",79,2019,4,public_street_and_highway_lighting,135,75119,10517392
"Evergy Metro, Inc.",79,2019,5,rate_refunds,3882,,-5353962
"Evergy Metro, Inc.",79,2019,6,residential,489449,5424831,715147249
"Evergy Metro, Inc.",79,2019,1,sales_for_resale,6,6098075,130269959
"Evergy Metro, Inc.",79,2018,2,commercial,62214,7782338,840962396
"Evergy Metro, Inc.",79,2018,3,industrial,1868,1753652,147938158
"Evergy Metro, Inc.",79,2018,4,public_street_and_highway_lighting,139,76200,10881732
"Evergy Metro, Inc.",79,2018,5,rate_refunds,3882,,-96877275
"Evergy Metro, Inc.",79,2018,6,residential,484177,5685586,776733545
"Evergy Metro, Inc.",79,2018,1,sales_for_resale,7,5016791,113864531
"Evergy Metro, Inc.",79,2017,2,commercial,60926,7465807,844010039
"Evergy Metro, Inc.",79,2017,3,industrial,1888,1814780,160953997
"Evergy Metro, Inc.",79,2017,4,public_street_and_highway_lighting,106,71920,11183716
"Evergy Metro, Inc.",79,2017,5,rate_refunds,3882,,867260
"Evergy Metro, Inc.",79,2017,6,residential,476488,5181975,724891077
"Evergy Metro, Inc.",79,2017,1,sales_for_resale,8,6788241,122921679
"Evergy Metro, Inc.",79,2016,2,commercial,60017,7552547,830987639
"Evergy Metro, Inc.",79,2016,3,industrial,1901,1839486,155800027
"Evergy Metro, Inc.",79,2016,4,public_street_and_highway_lighting,106,83403,13199263
"Evergy Metro, Inc.",79,2016,5,rate_refunds,3882,,750141
"Evergy Metro, Inc.",79,2016,6,residential,469606,5329997,722969164
"Evergy Metro, Inc.",79,2016,1,sales_for_resale,9,6628443,128870540
"Evergy Metro, Inc.",79,2015,2,commercial,59630,7568611,753950772
"Evergy Metro, Inc.",79,2015,3,industrial,1942,1833168,141696247
"Evergy Metro, Inc.",79,2015,4,public_street_and_highway_lighting,108,83468,12460211
"Evergy Metro, Inc.",79,2015,6,residential,463308,5212819,648290700
"Evergy Metro, Inc.",79,2015,1,sales_for_resale,11,6098667,134065969
"Evergy Metro, Inc.",79,2014,2,commercial,59176,7599714,715882996
"Evergy Metro, Inc.",79,2014,3,industrial,1972,1841250,133586542
"Evergy Metro, Inc.",79,2014,4,public_street_and_highway_lighting,109,84560,12294825
"Evergy Metro, Inc.",79,2014,6,residential,457717,5394150,630229485
"Evergy Metro, Inc.",79,2014,1,sales_for_resale,14,7552633,220318092
"Evergy Metro, Inc.",79,2013,2,commercial,58500,7552401,702561234
"Evergy Metro, Inc.",79,2013,3,industrial,1983,1783998,127000198
"Evergy Metro, Inc.",79,2013,4,public_street_and_highway_lighting,111,86628,12929839
"Evergy Metro, Inc.",79,2013,5,rate_refunds,3882,,-173238
"Evergy Metro, Inc.",79,2013,6,residential,454211,5428351,625341407
"Evergy Metro, Inc.",79,2013,1,sales_for_resale,38,6831951,186655481
"Evergy Metro, Inc.",79,2012,2,commercial,58140,7564784,658029923
"Evergy Metro, Inc.",79,2012,3,industrial,2008,1818134,117582669
"Evergy Metro, Inc.",79,2012,4,public_street_and_highway_lighting,113,88552,12519718
"Evergy Metro, Inc.",79,2012,5,rate_refunds,3882,,86619
"Evergy Metro, Inc.",79,2012,6,residential,452559,5440280,598907052
"Evergy Metro, Inc.",79,2012,1,sales_for_resale,41,7067141,174458199
"Evergy Metro, Inc.",79,2011,2,commercial,58119,7613904,645369860
"Evergy Metro, Inc.",79,2011,3,industrial,2039,1884013,122745860
"Evergy Metro, Inc.",79,2011,4,public_street_and_highway_lighting,112,88171,12472443
"Evergy Metro, Inc.",79,2011,5,rate_refunds,3882,,23421
"Evergy Metro, Inc.",79,2011,6,residential,451812,5623523,599950815
"Evergy Metro, Inc.",79,2011,1,sales_for_resale,43,5164971,159441944
"Evergy Metro, Inc.",79,2010,2,commercial,57934,7705500,608463743
"Evergy Metro, Inc.",79,2010,3,industrial,2068,1955516,123233440
"Evergy Metro, Inc.",79,2010,4,public_street_and_highway_lighting,113,87133,11844191
"Evergy Metro, Inc.",79,2010,5,rate_refunds,3882,,-3727877
"Evergy Metro, Inc.",79,2010,6,residential,451466,5718844,568510559
"Evergy Metro, Inc.",79,2010,1,sales_for_resale,43,6050947,188875535
"Evergy Metro, Inc.",79,2009,2,commercial,57725,7506464,542311742
"Evergy Metro, Inc.",79,2009,3,industrial,2097,1884401,108765868
"Evergy Metro, Inc.",79,2009,4,public_street_and_highway_lighting,115,86921,10879271
"Evergy Metro, Inc.",79,2009,5,rate_refunds,3882,,61863
"Evergy Metro, Inc.",79,2009,6,residential,450359,5202904,471833300
"Evergy Metro, Inc.",79,2009,1,sales_for_resale,39,5381472,166181993
"Evergy Metro, Inc.",79,2008,2,commercial,57874,7704357,521862995
"Evergy Metro, Inc.",79,2008,3,industrial,2134,2061106,109965363
"Evergy Metro, Inc.",79,2008,4,public_street_and_highway_lighting,115,80059,10651333
"Evergy Metro, Inc.",79,2008,5,rate_refunds,3882,,-2947332
"Evergy Metro, Inc.",79,2008,6,residential,449149,5412990,463738854
"Evergy Metro, Inc.",79,2008,1,sales_for_resale,45,5029555,221461926
"Evergy Metro, Inc.",79,2007,2,commercial,57288,7736564,492144252
"Evergy Metro, Inc.",79,2007,3,industrial,2151,2160893,106798273
"Evergy Metro, Inc.",79,2007,4,public_street_and_highway_lighting,114,92918,9845440
"Evergy Metro, Inc.",79,2007,5,rate_refunds,3882,,-1239392
"Evergy Metro, Inc.",79,2007,6,residential,446949,5596559,433798713
"Evergy Metro, Inc.",79,2007,1,sales_for_resale,46,5635537,234138731
"Evergy Metro, Inc.",79,2006,2,commercial,56936,7402749,442570170
"Evergy Metro, Inc.",79,2006,3,industrial,2190,2148004,99848975
"Evergy Metro, Inc.",79,2006,4,public_street_and_highway_lighting,115,85794,8773509
"Evergy Metro, Inc.",79,2006,6,residential,444276,5412876,384289875
"Evergy Metro, Inc.",79,2006,1,sales_for_resale,43,4676113,190391203
"Evergy Metro, Inc.",79,2005,2,commercial,56168,7292062,434623883
"Evergy Metro, Inc.",79,2005,3,industrial,2214,2164604,100946189
"Evergy Metro, Inc.",79,2005,4,public_street_and_highway_lighting,113,82106,8518810
"Evergy Metro, Inc.",79,2005,6,residential,439382,5383096,380023411
"Evergy Metro, Inc.",79,2005,1,sales_for_resale,48,4607891,192357427
"Evergy Kansas South, Inc.",80,2020,2,commercial,37949,2899568,286044974
"Evergy Kansas South, Inc.",80,2020,3,industrial,3254,3177607,221971730
"Evergy Kansas South, Inc.",80,2020,4,public_street_and_highway_lighting,3882,16917,6908578
"Evergy Kansas South, Inc.",80,2020,5,rate_refunds,3882,,-49344368
"Evergy Kansas South, Inc.",80,2020,6,residential,293297,3087234,386212119
"Evergy Kansas South, Inc.",80,2020,1,sales_for_resale,8,1628176,14052851
"Evergy Kansas South, Inc.",80,2019,2,commercial,37529,3204901,318820281
"Evergy Kansas South, Inc.",80,2019,3,industrial,3329,3475975,248846959
"Evergy Kansas South, Inc.",80,2019,4,public_street_and_highway_lighting,3882,17530,6938886
"Evergy Kansas South, Inc.",80,2019,5,rate_refunds,3882,,-74842462
"Evergy Kansas South, Inc.",80,2019,6,residential,291362,3074715,393560738
"Evergy Kansas South, Inc.",80,2019,1,sales_for_resale,10,1347691,19801901
"Evergy Kansas South, Inc.",80,2018,2,commercial,37286,3191065,318235506
"Evergy Kansas South, Inc.",80,2018,3,industrial,3380,3514454,250189104
"Evergy Kansas South, Inc.",80,2018,4,public_street_and_highway_lighting,3882,23591,6937831
"Evergy Kansas South, Inc.",80,2018,5,rate_refunds,3882,,-74494529
"Evergy Kansas South, Inc.",80,2018,6,residential,289416,3170796,422591913
"Evergy Kansas South, Inc.",80,2018,1,sales_for_resale,11,1107811,18104195
"Evergy Kansas South, Inc.",80,2017,2,commercial,36851,3079649,304922890
"Evergy Kansas South, Inc.",80,2017,3,industrial,3406,3632519,257462218
"Evergy Kansas South, Inc.",80,2017,4,public_street_and_highway_lighting,3882,30560,7491999
"Evergy Kansas South, Inc.",80,2017,5,rate_refunds,3882,,-43507518
"Evergy Kansas South, Inc.",80,2017,6,residential,286886,2941096,390709722
"Evergy Kansas South, Inc.",80,2017,1,sales_for_resale,11,1164054,9634201
"Evergy Kansas South, Inc.",80,2016,2,commercial,36663,3168312,311106467
"Evergy Kansas South, Inc.",80,2016,3,industrial,3448,3468091,248643510
"Evergy Kansas South, Inc.",80,2016,4,public_street_and_highway_lighting,3882,31981,6994365
"Evergy Kansas South, Inc.",80,2016,5,rate_refunds,3882,,-28631487
"Evergy Kansas South, Inc.",80,2016,6,residential,285821,3074790,399606111
"Evergy Kansas South, Inc.",80,2016,1,sales_for_resale,11,1553860,22418250
"Evergy Kansas South, Inc.",80,2015,2,commercial,36291,3135156,298267834
"Evergy Kansas South, Inc.",80,2015,3,industrial,3482,3433439,238504555
"Evergy Kansas South, Inc.",80,2015,4,public_street_and_highway_lighting,3882,33326,6108801
"Evergy Kansas South, Inc.",80,2015,5,rate_refunds,3882,,-32456380
"Evergy Kansas South, Inc.",80,2015,6,residential,283375,3055399,367815366
"Evergy Kansas South, Inc.",80,2015,1,sales_for_resale,12,1104306,22181135
"Evergy Kansas South, Inc.",80,2014,2,commercial,36020,3119818,303465211
"Evergy Kansas South, Inc.",80,2014,3,industrial,3498,3514421,247582121
"Evergy Kansas South, Inc.",80,2014,4,public_street_and_highway_lighting,3882,33805,6075597
"Evergy Kansas South, Inc.",80,2014,5,rate_refunds,3882,,-2501461
"Evergy Kansas South, Inc.",80,2014,6,residential,281983,3146186,378721990
"Evergy Kansas South, Inc.",80,2014,1,sales_for_resale,17,986235,36018371
"Evergy Kansas South, Inc.",80,2013,2,commercial,35765,3098337,277275719
"Evergy Kansas South, Inc.",80,2013,3,industrial,3537,3423872,227169096
"Evergy Kansas South, Inc.",80,2013,4,public_street_and_highway_lighting,3882,33727,5484167
"Evergy Kansas South, Inc.",80,2013,6,residential,280635,3113287,347549928
"Evergy Kansas South, Inc.",80,2013,1,sales_for_resale,40,935832,26698993
"Evergy Kansas South, Inc.",80,2012,2,commercial,35522,3127702,264572254
"Evergy Kansas South, Inc.",80,2012,3,industrial,3571,3569073,224709021
"Evergy Kansas South, Inc.",80,2012,4,public_street_and_highway_lighting,3882,32108,5242297
"Evergy Kansas South, Inc.",80,2012,5,rate_refunds,3882,,-18643680
"Evergy Kansas South, Inc.",80,2012,6,residential,279585,3199530,341721891
"Evergy Kansas South, Inc.",80,2012,1,sales_for_resale,34,695053,19900562
"Evergy Kansas South, Inc.",80,2011,2,commercial,35087,3121317,248849744
"Evergy Kansas South, Inc.",80,2011,3,industrial,3576,3621150,213354405
"Evergy Kansas South, Inc.",80,2011,4,public_street_and_highway_lighting,3882,33999,5237518
"Evergy Kansas South, Inc.",80,2011,5,rate_refunds,3882,,-300022
"Evergy Kansas South, Inc.",80,2011,6,residential,278917,3372839,334672175
"Evergy Kansas South, Inc.",80,2011,1,sales_for_resale,47,802444,31782112
